id	category	gms_name	kms_name	icon
26651	Face	Grudge Face	뒤끝있는 얼굴	
26652	Face	Damien Face		
26653	Face	Moist Eyes	울망 얼굴	
26654	Face	A Child's Dream	꼬맹이 얼굴	
26655	Face	Illium Face	일리움 얼굴	
26657	Face	Mysterious Concept	은한 얼굴	
26658	Face	Starlight Eyes Face	별빛눈 얼굴	
26659	Face	Dark Circle Face	자두 얼굴	
26660	Face	Darling Dracula Face		
26661	Face	Fresh Face	샘물 얼굴	
26662	Face	Catty Face	길냥이 얼굴	
26663	Face	Glum Face	뚱이 얼굴	
26664	Face	Kara Face	카라 얼굴	
26665	Face	Teardrop Beauty Mark Face		
26666	Face	Fierce Face	매서운 얼굴	
26667	Face	Soft Face	보드레 얼굴	
26673	Face	Maui Face		
26674	Face	Eve Face		
26675	Face	Ark Face	아크 얼굴	
26676	Face	Prominent Brow Face	강렬 눈썹 얼굴	
26677	Face	Lunar New Year VIP Face		
26678	Face	Cat's Eye Face		
26679	Face	Doe-Eyed Face	나도코있다 얼굴	
26680	Face	Asuka Face		
26681	Face	Rei Face		
26682	Face	Make-up Master Face	메이크업 킹 성형	
26683	Face	Male Face No. 5	남자얼굴5 성형	
26684	Face	Dylan Face	딜런 성형	
26685	Face	Smuglord Face	하찮도다 얼굴	
26686	Face	Docile Face	순둥이 얼굴	
26689	Face	Melody Face	멜로디 얼굴	
26690	Face	Bleary Eyes		
26691	Face	Dotty Face	봉봉이 얼굴	
26694	Face	Colored Pencil Face	색연필 얼굴	
26695	Face	Misty-Eyed Face	안개비 얼굴	
26696	Face	Tsundere Face	뭐래 얼굴	
26697	Face	Super Brave Face	용감한 얼굴	
26699	Face	Summer Cut Face	포도씨 얼굴	
26700	Face	Glona Face		
26701	Face	Dr. Jang Face		
26702	Face	Android Face		
26703	Face	Forest Fairy Face	숲의 요정 얼굴	
26704	Face	Starry Night Face	별빛이 내린다 얼굴	
26705	Face	Sly Face	앙큼 얼굴	
26706	Face	Sweet Cat Face		
26707	Face	Magical Girl Face		
26708	Face	Meow Face	냐옹 얼굴	
26709	Face	Babydoll Face	하린 얼굴	
26710	Face	Yuri Face		
26711	Face	Xia Face		
26712	Face	Takeno Konoko Face		
26713	Face	Izuna Face		
26714	Face	Starry-Eyed Face	빠밤 얼굴	
26715	Face	Doodle Face		
26716	Face	Hysteric Face		
26717	Face	Wow Face	우왕 얼굴	
26718	Face	Mont Blanc Face		
26719	Face	Pudding Face		
26720	Face	Choux Face		
26721	Face	Pie Face		
26722	Face	Make-up Diva Face	메이크업 퀸 얼굴	
26723	Face	Lucid Face	루시드 얼굴	
26724	Face	Mouse-girl Face		
26725	Face	Loli Face		
26726	Face	Spoiled Girl Face	당당하다 얼굴	
26727	Face	Hangover Make-up	깨랑깨랑 얼굴	
26728	Face	Sparkling Pearl Face	블링비즈 얼굴	
26729	Face	Pepe Face	페페 얼굴	
26730	Face	Pink Bean Face	핑크빈 얼굴	
26731	Face	Constant Surprise Face	한결같은 이국얼굴	
26732	Face	Bunny Nose Face	코분홍 얼굴	
26733	Face	Clamped Mouth Face		
26734	Face	Eyelash Perm Face	앙증 얼굴	
26735	Face	Yokai Eye		
26736	Face	Mischievous Face		
26737	Face	Colorful Pupil		
26738	Face	Aster Ocular Mod		
26739	Face	Roxxy Ocular Mod		
26740	Face	Anastasia Ocular Mod		
26741	Face	Rhea Ocular Mod		
26742	Face	Jax Ocular Mod		
26743	Face	Kat Ocular Mod		
26744	Face	Apollo Ocular Mod		
26745	Face	Sarim Ocular Mod		
26746	Face	Enamored Face	신상발견 얼굴	
26747	Face	Male Evan Face	개구쟁이 얼굴	
26748	Face	Arrogant Face	도도한 얼굴	
26749	Face	Elwin Face	엘윈 얼굴	
26750	Face	Eyes-On-You Face	지켜본다 얼굴	
26751	Face	Grudge Face	뒤끝있는 얼굴	
26752	Face	Damien Face		
26753	Face	Moist Eyes	울망 얼굴	
26754	Face	A Child's Dream	꼬맹이 얼굴	
26755	Face	Illium Face	일리움 얼굴	
26757	Face	Mysterious Concept	은한 얼굴	
26758	Face	Starlight Eyes Face	별빛눈 얼굴	
26759	Face	Dark Circle Face	자두 얼굴	
26760	Face	Darling Dracula Face		
26761	Face	Fresh Face	샘물 얼굴	
26762	Face	Catty Face	길냥이 얼굴	
26763	Face	Glum Face	뚱이 얼굴	
26764	Face	Kara Face	카라 얼굴	
26765	Face	Teardrop Beauty Mark Face		
26766	Face	Fierce Face	매서운 얼굴	
26767	Face	Soft Face	보드레 얼굴	
26773	Face	Maui Face		
26774	Face	Eve Face		
26775	Face	Ark Face	아크 얼굴	
26776	Face	Prominent Brow Face	강렬 눈썹 얼굴	
26777	Face	Lunar New Year VIP Face		
26778	Face	Cat's Eye Face		
26779	Face	Doe-Eyed Face	나도코있다 얼굴	
26780	Face	Asuka Face		
26781	Face	Rei Face		
26782	Face	Make-up Master Face	메이크업 킹 성형	
26783	Face	Male Face No. 5	남자얼굴5 성형	
26784	Face	Dylan Face	딜런 성형	
26785	Face	Smuglord Face	하찮도다 얼굴	
26786	Face	Docile Face	순둥이 얼굴	
26789	Face	Melody Face	멜로디 얼굴	
26790	Face	Bleary Eyes		
26791	Face	Dotty Face	봉봉이 얼굴	
26794	Face	Colored Pencil Face	색연필 얼굴	
26795	Face	Misty-Eyed Face	안개비 얼굴	
26796	Face	Tsundere Face	뭐래 얼굴	
26797	Face	Super Brave Face	용감한 얼굴	
26799	Face	Summer Cut Face	포도씨 얼굴	
26800	Face	Glona Face		
26801	Face	Dr. Jang Face		
26802	Face	Android Face		
26803	Face	Forest Fairy Face		
26804	Face	Starry Night Face		
26805	Face	Sly Face		
26806	Face	Sweet Cat Face		
26807	Face	Magical Girl Face		
26808	Face	Meow Face		
26809	Face	Babydoll Face		
26810	Face	Yuri Face		
26811	Face	Xia Face		
26812	Face	Takeno Konoko Face		
26813	Face	Izuna Face		
26814	Face	Starry-Eyed Face		
26815	Face	Doodle Face		
26816	Face	Hysteric Face		
26817	Face	Wow Face		
26818	Face	Mont Blanc Face		
26819	Face	Pudding Face		
26820	Face	Choux Face		
26821	Face	Pie Face		
26822	Face	Make-up Diva Face		
26823	Face	Lucid Face		
26824	Face	Mouse-girl Face		
26825	Face	Loli Face		
26826	Face	Spoiled Girl Face		
26827	Face	Hangover Make-up		
26828	Face	Sparkling Pearl Face		
26829	Face	Pepe Face		
26830	Face	Pink Bean Face		
26831	Face	Constant Surprise Face		
26832	Face	Bunny Nose Face		
26833	Face	Clamped Mouth Face		
26834	Face	Eyelash Perm Face		
26835	Face	Yokai Eye		
26836	Face	Mischievous Face		
26837	Face	Colorful Pupil		
26838	Face	Aster Ocular Mod		
26839	Face	Roxxy Ocular Mod		
26840	Face	Anastasia Ocular Mod		
26841	Face	Rhea Ocular Mod		
26842	Face	Jax Ocular Mod		
26843	Face	Kat Ocular Mod		
26844	Face	Apollo Ocular Mod		
26845	Face	Sarim Ocular Mod		
26846	Face	Enamored Face		
26847	Face	Male Evan Face		
26848	Face	Arrogant Face		
26849	Face	Elwin Face		
26850	Face	Eyes-On-You Face		
26851	Face	Grudge Face		
26852	Face	Damien Face		
26853	Face	Moist Eyes		
26854	Face	A Child's Dream		
26855	Face	Illium Face	일리움 얼굴	
26857	Face	Mysterious Concept		
26858	Face	Starlight Eyes Face		
26859	Face	Dark Circle Face		
26860	Face	Darling Dracula Face		
26861	Face	Fresh Face		
26862	Face	Catty Face		
26863	Face	Glum Face		
26864	Face	Kara Face		
26865	Face	Teardrop Beauty Mark Face		
26866	Face	Fierce Face		
26867	Face	Soft Face		
26873	Face	Maui Face		
26874	Face	Eve Face		
26875	Face	Ark Face		
26876	Face	Prominent Brow Face		
26877	Face	Lunar New Year VIP Face		
26878	Face	Cat's Eye Face		
26879	Face	Doe-Eyed Face		
26880	Face	Asuka Face		
26881	Face	Rei Face		
26882	Face	Make-up Master Face		
26883	Face	Male Face No. 5		
26884	Face	Dylan Face		
26885	Face	Smuglord Face		
26886	Face	Docile Face		
26889	Face	Melody Face		
26890	Face	Bleary Eyes		
26891	Face	Dotty Face		
26894	Face	Colored Pencil Face		
26895	Face	Misty-Eyed Face		
26896	Face	Tsundere Face		
26897	Face	Super Brave Face		
26899	Face	Summer Cut Face		
27006	Face	Starry Summer Night Face	샤이닝 얼굴	
27007	Face	Hallowkitty Face	할로캣 얼굴	
27008	Face	Non-plussed Face	꿈나라 얼굴	
27009	Face	Haggard Face	파리한 얼굴	
27010	Face	Uninterested Face	무심 얼굴	
27011	Face	Chucklehead Face	헤헤 얼굴	
27013	Face	Very Positive Face		
27014	Face	Little Star Cocoon Face		
27015	Face	Soulful Gaze Face		
27016	Face	Regal Romance Face		
27017	Face	Intergalactic Face	은한 얼굴	
27018	Face	Charmed Face	깨발랄 얼굴	
27019	Face	Pensive Face	울림 얼굴	
27020	Face	Trustworthy Face	믿음 얼굴	
27021	Face	Curiosity Face		
27022	Face	Cobalt Filigree Face	슬우 얼굴	
27023	Face	Pure Nostalgia Face		
27024	Face	Tenderhearted Face		
27025	Face	Timorous Face	근심어린 얼굴	
27035	Face	Resolved Face	결의에 찬 얼굴	
27036	Face	Coy Face		
27037	Face	Sprightly Face	신나 얼굴	
27038	Face	Not-So-Chucklehead Face	차분한 헤헤 얼굴	
27039	Face	Will Face	윌 얼굴	
27040	Face	Tender Gaze Face		
27041	Face	Demure Face		
27044	Face	Moonbeam Face	랑랑 얼굴	
27045	Face	Rosalia Face	로잘리아 얼굴	
27046	Face	Smart-Aleck Face		
27047	Face	Jaded Doll Face		
27048	Face	Derpy Guy Face	히힛 얼굴	
27049	Face	Wide Smile Face		
27050	Face	Faint Smile Face		
27051	Face	I Don't Really Care Face		
27052	Face	Hoyoung Face	호영 얼굴	
27053	Face	Bummed Face		
27054	Face	Bushy Brows Face		
27055	Face	Stone-Cold Face		
27064	Face	Solemn Face	근엄한 얼굴	
27065	Face	Enticing Cattertons Face	도발적인 아잉 얼굴	
27066	Face	Sour Face	화풀린 뾰로통 얼굴	
27067	Face	Gleaming Cutie Face	흥흥 얼굴	
27068	Face	Devious Face		
27069	Face	Cloudie Face	구르미 얼굴	
27070	Face	Deer Eyes Face	사슴눈 얼굴	
27071	Face	Sentimental Jewel-Eyed Face		
27072	Face	Falsely Accused Face		
27073	Face	Suspicious Face	의심 얼굴	
27074	Face	Eager Boy Face	멋져 얼굴	
27075	Face	Popping Candy Face	팝핑캔디 얼굴	
27076	Face	Fawn Face	아기사슴 얼굴	
27077	Face	Silver Marble Face	은구슬 얼굴	
27078	Face	Haughty Face	새초롬 얼굴	
27079	Face	Sly Blush Face	하늘 얼굴	
27080	Face	Ball Candy Face	알사탕 얼굴	
27081	Face	Pumpkin Star Face	호박별 얼굴	
27082	Face	Puppy Eyes Face	몽몽이 얼굴	
27083	Face	Bashful Face	포로링 얼굴	
27084	Face	Zoned Out Face	졸린데 얼굴	
27085	Face	White Deer Face	백록 얼굴	
27086	Face	Shrewd Face	차돌 얼굴	
27087	Face	Polite Interest Face	살짝 얼굴	
27088	Face	Soulless Face		
27089	Face	Hazy Memory Face	흐린 기억 얼굴	
27090	Face	Puffy Face		
27092	Face	Adele Face	아델 얼굴	
27093	Face	Ralph Face		
27094	Face	Ronnie Face		
27095	Face	Confounded Face		
27096	Face	Lethargic Face	한숨 얼굴	
27097	Face	Derpy Guy Face		
27098	Face	Simper Face	생긋 얼굴	
27099	Face	Alora Face		
27106	Face	Starry Summer Night Face	샤이닝 얼굴	
27107	Face	Hallowkitty Face	할로캣 얼굴	
27108	Face	Non-plussed Face	꿈나라 얼굴	
27109	Face	Haggard Face	파리한 얼굴	
27110	Face	Uninterested Face	무심 얼굴	
27111	Face	Chucklehead Face	헤헤 얼굴	
27113	Face	Very Positive Face		
27114	Face	Little Star Cocoon Face		
27115	Face	Soulful Gaze Face		
27116	Face	Regal Romance Face		
27117	Face	Intergalactic Face	은한 얼굴	
27118	Face	Charmed Face	깨발랄 얼굴	
27119	Face	Pensive Face	울림 얼굴	
27120	Face	Trustworthy Face	믿음 얼굴	
27121	Face	Curiosity Face		
27122	Face	Cobalt Filigree Face	슬우 얼굴	
27123	Face	Pure Nostalgia Face		
27124	Face	Tenderhearted Face		
27125	Face	Timorous Face	근심어린 얼굴	
27135	Face	Resolved Face	결의에 찬 얼굴	
27136	Face	Coy Face		
27137	Face	Sprightly Face	신나 얼굴	
27138	Face	Not-So-Chucklehead Face	차분한 헤헤 얼굴	
27139	Face	Will Face	윌 얼굴	
27140	Face	Tender Gaze Face		
27141	Face	Demure Face		
27144	Face	Moonbeam Face	랑랑 얼굴	
27145	Face	Rosalia Face	로잘리아 얼굴	
27146	Face	Smart-Aleck Face		
27147	Face	Jaded Doll Face		
27148	Face	Derpy Guy Face	히힛 얼굴	
27149	Face	Wide Smile Face		
27150	Face	Faint Smile Face		
27151	Face	I Don't Really Care Face		
27152	Face	Hoyoung Face	호영 얼굴	
27153	Face	Bummed Face		
27154	Face	Bushy Brows Face		
27155	Face	Stone-Cold Face		
27164	Face	Solemn Face	근엄한 얼굴	
27165	Face	Enticing Cattertons Face	도발적인 아잉 얼굴	
27166	Face	Sour Face	화풀린 뾰로통 얼굴	
27167	Face	Gleaming Cutie Face	흥흥 얼굴	
27168	Face	Devious Face		
27169	Face	Cloudie Face	구르미 얼굴	
27170	Face	Deer Eyes Face	사슴눈 얼굴	
27171	Face	Sentimental Jewel-Eyed Face		
27172	Face	Falsely Accused Face		
27173	Face	Suspicious Face	의심 얼굴	
27174	Face	Eager Boy Face	멋져 얼굴	
27175	Face	Popping Candy Face	팝핑캔디 얼굴	
27176	Face	Fawn Face	아기사슴 얼굴	
27177	Face	Silver Marble Face	은구슬 얼굴	
27178	Face	Haughty Face	새초롬 얼굴	
27179	Face	Sly Blush Face	하늘 얼굴	
27180	Face	Ball Candy Face	알사탕 얼굴	
27181	Face	Pumpkin Star Face	호박별 얼굴	
27182	Face	Puppy Eyes Face	몽몽이 얼굴	
27183	Face	Bashful Face	포로링 얼굴	
27184	Face	Zoned Out Face	졸린데 얼굴	
27185	Face	White Deer Face	백록 얼굴	
27186	Face	Shrewd Face	차돌 얼굴	
27187	Face	Polite Interest Face	살짝 얼굴	
27188	Face	Soulless Face		
27189	Face	Hazy Memory Face	흐린 기억 얼굴	
27190	Face	Puffy Face		
27192	Face	Adele Face	아델 얼굴	
27193	Face	Ralph Face		
27194	Face	Ronnie Face		
27195	Face	Confounded Face		
27196	Face	Lethargic Face	한숨 얼굴	
27197	Face	Derpy Guy Face		
27198	Face	Simper Face	생긋 얼굴	
27199	Face	Alora Face		
27206	Face	Starry Summer Night Face	샤이닝 얼굴	
27207	Face	Hallowkitty Face	할로캣 얼굴	
27208	Face	Non-plussed Face	꿈나라 얼굴	
27209	Face	Haggard Face	파리한 얼굴	
27210	Face	Uninterested Face	무심 얼굴	
27211	Face	Chucklehead Face	헤헤 얼굴	
27213	Face	Very Positive Face		
27214	Face	Little Star Cocoon Face		
27215	Face	Soulful Gaze Face		
27216	Face	Regal Romance Face		
27217	Face	Intergalactic Face	은한 얼굴	
27218	Face	Charmed Face	깨발랄 얼굴	
27219	Face	Pensive Face	울림 얼굴	
27220	Face	Trustworthy Face	믿음 얼굴	
27221	Face	Curiosity Face		
27222	Face	Cobalt Filigree Face	슬우 얼굴	
27223	Face	Pure Nostalgia Face		
27224	Face	Tenderhearted Face		
27225	Face	Timorous Face	근심어린 얼굴	
27235	Face	Resolved Face	결의에 찬 얼굴	
27236	Face	Coy Face		
27237	Face	Sprightly Face	신나 얼굴	
27238	Face	Not-So-Chucklehead Face	차분한 헤헤 얼굴	
27239	Face	Will Face	윌 얼굴	
27240	Face	Tender Gaze Face		
27241	Face	Demure Face		
27244	Face	Moonbeam Face	랑랑 얼굴	
27245	Face	Rosalia Face	로잘리아 얼굴	
27246	Face	Smart-Aleck Face		
27247	Face	Jaded Doll Face		
27248	Face	Derpy Guy Face	히힛 얼굴	
27249	Face	Wide Smile Face		
27250	Face	Faint Smile Face		
27251	Face	I Don't Really Care Face		
27252	Face	Hoyoung Face	호영 얼굴	
27253	Face	Bummed Face		
27254	Face	Bushy Brows Face		
27255	Face	Stone-Cold Face		
27264	Face	Solemn Face	근엄한 얼굴	
27265	Face	Enticing Cattertons Face	도발적인 아잉 얼굴	
27266	Face	Sour Face	화풀린 뾰로통 얼굴	
27267	Face	Gleaming Cutie Face	흥흥 얼굴	
27268	Face	Devious Face		
27269	Face	Cloudie Face	구르미 얼굴	
27270	Face	Deer Eyes Face	사슴눈 얼굴	
27271	Face	Sentimental Jewel-Eyed Face		
27272	Face	Falsely Accused Face		
27273	Face	Suspicious Face	의심 얼굴	
27274	Face	Eager Boy Face	멋져 얼굴	
27275	Face	Popping Candy Face	팝핑캔디 얼굴	
27276	Face	Fawn Face	아기사슴 얼굴	
27277	Face	Silver Marble Face	은구슬 얼굴	
27278	Face	Haughty Face	새초롬 얼굴	
27279	Face	Sly Blush Face	하늘 얼굴	
27280	Face	Ball Candy Face	알사탕 얼굴	
27281	Face	Pumpkin Star Face	호박별 얼굴	
27282	Face	Puppy Eyes Face	몽몽이 얼굴	
27283	Face	Bashful Face	포로링 얼굴	
27284	Face	Zoned Out Face	졸린데 얼굴	
27285	Face	White Deer Face	백록 얼굴	
27286	Face	Shrewd Face	차돌 얼굴	
27287	Face	Polite Interest Face	살짝 얼굴	
27288	Face	Soulless Face		
27289	Face	Hazy Memory Face	흐린 기억 얼굴	
27290	Face	Puffy Face		
27292	Face	Adele Face	아델 얼굴	
27293	Face	Ralph Face		
27294	Face	Ronnie Face		
27295	Face	Confounded Face		
27296	Face	Lethargic Face	한숨 얼굴	
27297	Face	Derpy Guy Face		
27298	Face	Simper Face	생긋 얼굴	
27299	Face	Alora Face		
27306	Face	Starry Summer Night Face	샤이닝 얼굴	
27307	Face	Hallowkitty Face	할로캣 얼굴	
27308	Face	Non-plussed Face	꿈나라 얼굴	
27309	Face	Haggard Face	파리한 얼굴	
27310	Face	Uninterested Face	무심 얼굴	
27311	Face	Chucklehead Face	헤헤 얼굴	
27313	Face	Very Positive Face		
27314	Face	Little Star Cocoon Face		
27315	Face	Soulful Gaze Face		
27316	Face	Regal Romance Face		
27317	Face	Intergalactic Face	은한 얼굴	
27318	Face	Charmed Face	깨발랄 얼굴	
27319	Face	Pensive Face	울림 얼굴	
27320	Face	Trustworthy Face	믿음 얼굴	
27321	Face	Curiosity Face		
27322	Face	Cobalt Filigree Face	슬우 얼굴	
27323	Face	Pure Nostalgia Face		
27324	Face	Tenderhearted Face		
27325	Face	Timorous Face	근심어린 얼굴	
27335	Face	Resolved Face	결의에 찬 얼굴	
27336	Face	Coy Face		
27337	Face	Sprightly Face	신나 얼굴	
27338	Face	Not-So-Chucklehead Face	차분한 헤헤 얼굴	
27339	Face	Will Face	윌 얼굴	
27340	Face	Tender Gaze Face		
27341	Face	Demure Face		
27344	Face	Moonbeam Face	랑랑 얼굴	
27345	Face	Rosalia Face	로잘리아 얼굴	
27346	Face	Smart-Aleck Face		
27347	Face	Jaded Doll Face		
27348	Face	Derpy Guy Face	히힛 얼굴	
27349	Face	Wide Smile Face		
27350	Face	Faint Smile Face		
27351	Face	I Don't Really Care Face		
27352	Face	Hoyoung Face	호영 얼굴	
27353	Face	Bummed Face		
27354	Face	Bushy Brows Face		
27355	Face	Stone-Cold Face		
27364	Face	Solemn Face	근엄한 얼굴	
27365	Face	Enticing Cattertons Face	도발적인 아잉 얼굴	
27366	Face	Sour Face	화풀린 뾰로통 얼굴	
27367	Face	Gleaming Cutie Face	흥흥 얼굴	
27368	Face	Devious Face		
27369	Face	Cloudie Face	구르미 얼굴	
27370	Face	Deer Eyes Face	사슴눈 얼굴	
27371	Face	Sentimental Jewel-Eyed Face		
27372	Face	Falsely Accused Face		
27373	Face	Suspicious Face	의심 얼굴	
27374	Face	Eager Boy Face	멋져 얼굴	
27375	Face	Popping Candy Face	팝핑캔디 얼굴	
27376	Face	Fawn Face	아기사슴 얼굴	
27377	Face	Silver Marble Face	은구슬 얼굴	
27378	Face	Haughty Face	새초롬 얼굴	
27379	Face	Sly Blush Face	하늘 얼굴	
27380	Face	Ball Candy Face	알사탕 얼굴	
27381	Face	Pumpkin Star Face	호박별 얼굴	
27382	Face	Puppy Eyes Face	몽몽이 얼굴	
27383	Face	Bashful Face	포로링 얼굴	
27384	Face	Zoned Out Face	졸린데 얼굴	
27385	Face	White Deer Face	백록 얼굴	
27386	Face	Shrewd Face	차돌 얼굴	
27387	Face	Polite Interest Face	살짝 얼굴	
27388	Face	Soulless Face		
27389	Face	Hazy Memory Face	흐린 기억 얼굴	
27390	Face	Puffy Face		
27392	Face	Adele Face	아델 얼굴	
27393	Face	Ralph Face		
27394	Face	Ronnie Face		
27395	Face	Confounded Face		
27396	Face	Lethargic Face	한숨 얼굴	
27397	Face	Derpy Guy Face		
27398	Face	Simper Face	생긋 얼굴	
27399	Face	Alora Face		
27406	Face	Starry Summer Night Face	샤이닝 얼굴	
27407	Face	Hallowkitty Face	할로캣 얼굴	
27408	Face	Non-plussed Face	꿈나라 얼굴	
27409	Face	Haggard Face	파리한 얼굴	
27410	Face	Uninterested Face	무심 얼굴	
27411	Face	Chucklehead Face	헤헤 얼굴	
27413	Face	Very Positive Face		
27414	Face	Little Star Cocoon Face		
27415	Face	Soulful Gaze Face		
27416	Face	Regal Romance Face		
27417	Face	Intergalactic Face	은한 얼굴	
27418	Face	Charmed Face	깨발랄 얼굴	
27419	Face	Pensive Face	울림 얼굴	
27420	Face	Trustworthy Face	믿음 얼굴	
27421	Face	Curiosity Face		
27422	Face	Cobalt Filigree Face	슬우 얼굴	
27423	Face	Pure Nostalgia Face		
27424	Face	Tenderhearted Face		
27425	Face	Timorous Face	근심어린 얼굴	
27435	Face	Resolved Face	결의에 찬 얼굴	
27436	Face	Coy Face		
27437	Face	Sprightly Face	신나 얼굴	
27438	Face	Not-So-Chucklehead Face	차분한 헤헤 얼굴	
27439	Face	Will Face	윌 얼굴	
27440	Face	Tender Gaze Face		
27441	Face	Demure Face		
27444	Face	Moonbeam Face	랑랑 얼굴	
27445	Face	Rosalia Face	로잘리아 얼굴	
27446	Face	Smart-Aleck Face		
27447	Face	Jaded Doll Face		
27448	Face	Derpy Guy Face	히힛 얼굴	
27449	Face	Wide Smile Face		
27450	Face	Faint Smile Face		
27451	Face	I Don't Really Care Face		
27452	Face	Hoyoung Face	호영 얼굴	
27453	Face	Bummed Face		
27454	Face	Bushy Brows Face		
27455	Face	Stone-Cold Face		
27464	Face	Solemn Face	근엄한 얼굴	
27465	Face	Enticing Cattertons Face	도발적인 아잉 얼굴	
27466	Face	Sour Face	화풀린 뾰로통 얼굴	
27467	Face	Gleaming Cutie Face	흥흥 얼굴	
27468	Face	Devious Face		
27469	Face	Cloudie Face	구르미 얼굴	
27470	Face	Deer Eyes Face	사슴눈 얼굴	
27471	Face	Sentimental Jewel-Eyed Face		
27472	Face	Falsely Accused Face		
27473	Face	Suspicious Face	의심 얼굴	
27474	Face	Eager Boy Face	멋져 얼굴	
27475	Face	Popping Candy Face	팝핑캔디 얼굴	
27476	Face	Fawn Face	아기사슴 얼굴	
27477	Face	Silver Marble Face	은구슬 얼굴	
27478	Face	Haughty Face	새초롬 얼굴	
27479	Face	Sly Blush Face	하늘 얼굴	
27480	Face	Ball Candy Face	알사탕 얼굴	
27481	Face	Pumpkin Star Face	호박별 얼굴	
27482	Face	Puppy Eyes Face	몽몽이 얼굴	
27483	Face	Bashful Face	포로링 얼굴	
27484	Face	Zoned Out Face	졸린데 얼굴	
27485	Face	White Deer Face	백록 얼굴	
27486	Face	Shrewd Face	차돌 얼굴	
27487	Face	Polite Interest Face	살짝 얼굴	
27488	Face	Soulless Face		
27489	Face	Hazy Memory Face	흐린 기억 얼굴	
27490	Face	Puffy Face		
27492	Face	Adele Face	아델 얼굴	
27493	Face	Ralph Face		
27494	Face	Ronnie Face		
27495	Face	Confounded Face		
27496	Face	Lethargic Face	한숨 얼굴	
27497	Face	Derpy Guy Face		
27498	Face	Simper Face	생긋 얼굴	
27499	Face	Alora Face		
27506	Face	Starry Summer Night Face	샤이닝 얼굴	
27507	Face	Hallowkitty Face	할로캣 얼굴	
27508	Face	Non-plussed Face	꿈나라 얼굴	
27509	Face	Haggard Face	파리한 얼굴	
27510	Face	Uninterested Face	무심 얼굴	
27511	Face	Chucklehead Face	헤헤 얼굴	
27513	Face	Very Positive Face		
27514	Face	Little Star Cocoon Face		
27515	Face	Soulful Gaze Face		
27516	Face	Regal Romance Face		
27517	Face	Intergalactic Face	은한 얼굴	
27518	Face	Charmed Face	깨발랄 얼굴	
27519	Face	Pensive Face	울림 얼굴	
27520	Face	Trustworthy Face	믿음 얼굴	
27521	Face	Curiosity Face		
27522	Face	Cobalt Filigree Face	슬우 얼굴	
27523	Face	Pure Nostalgia Face		
27524	Face	Tenderhearted Face		
27525	Face	Timorous Face	근심어린 얼굴	
27535	Face	Resolved Face	결의에 찬 얼굴	
27536	Face	Coy Face		
27537	Face	Sprightly Face	신나 얼굴	
27538	Face	Not-So-Chucklehead Face	차분한 헤헤 얼굴	
27539	Face	Will Face	윌 얼굴	
27540	Face	Tender Gaze Face		
27541	Face	Demure Face		
27544	Face	Moonbeam Face	랑랑 얼굴	
27545	Face	Rosalia Face	로잘리아 얼굴	
27546	Face	Smart-Aleck Face		
27547	Face	Jaded Doll Face		
27548	Face	Derpy Guy Face	히힛 얼굴	
27549	Face	Wide Smile Face		
27550	Face	Faint Smile Face		
27551	Face	I Don't Really Care Face		
27552	Face	Hoyoung Face	호영 얼굴	
27553	Face	Bummed Face		
27554	Face	Bushy Brows Face		
27555	Face	Stone-Cold Face		
27564	Face	Solemn Face	근엄한 얼굴	
27565	Face	Enticing Cattertons Face	도발적인 아잉 얼굴	
27566	Face	Sour Face	화풀린 뾰로통 얼굴	
27567	Face	Gleaming Cutie Face	흥흥 얼굴	
27568	Face	Devious Face		
27569	Face	Cloudie Face	구르미 얼굴	
27570	Face	Deer Eyes Face	사슴눈 얼굴	
27571	Face	Sentimental Jewel-Eyed Face		
27572	Face	Falsely Accused Face		
27573	Face	Suspicious Face	의심 얼굴	
27574	Face	Eager Boy Face	멋져 얼굴	
27575	Face	Popping Candy Face	팝핑캔디 얼굴	
27576	Face	Fawn Face	아기사슴 얼굴	
27577	Face	Silver Marble Face	은구슬 얼굴	
27578	Face	Haughty Face	새초롬 얼굴	
27579	Face	Sly Blush Face	하늘 얼굴	
27580	Face	Ball Candy Face	알사탕 얼굴	
27581	Face	Pumpkin Star Face	호박별 얼굴	
27582	Face	Puppy Eyes Face	몽몽이 얼굴	
27583	Face	Bashful Face	포로링 얼굴	
27584	Face	Zoned Out Face	졸린데 얼굴	
27585	Face	White Deer Face	백록 얼굴	
27586	Face	Shrewd Face	차돌 얼굴	
27587	Face	Polite Interest Face	살짝 얼굴	
27588	Face	Soulless Face		
27589	Face	Hazy Memory Face	흐린 기억 얼굴	
27590	Face	Puffy Face		
27592	Face	Adele Face	아델 얼굴	
27593	Face	Ralph Face		
27594	Face	Ronnie Face		
27595	Face	Confounded Face		
27596	Face	Lethargic Face	한숨 얼굴	
27597	Face	Derpy Guy Face		
27598	Face	Simper Face	생긋 얼굴	
27599	Face	Alora Face		
27606	Face	Starry Summer Night Face	샤이닝 얼굴	
27607	Face	Hallowkitty Face	할로캣 얼굴	
27608	Face	Non-plussed Face	꿈나라 얼굴	
27609	Face	Haggard Face	파리한 얼굴	
27610	Face	Uninterested Face	무심 얼굴	
27611	Face	Chucklehead Face	헤헤 얼굴	
27613	Face	Very Positive Face		
27614	Face	Little Star Cocoon Face		
27615	Face	Soulful Gaze Face		
27616	Face	Regal Romance Face		
